Calculation1,School,City,County,Count,All,African American,American Indian,Hispanic/ Latino,Asian,White,Domestic unknown,Inter- national
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Enr,144,18,,56,31,33,,3
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,App,126,10,1,77,12,17,1,8
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Adm,88,7,,54,4,14,,8
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Enr,52,3,,31,,9,,7
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,App,88,8,,52,7,19,,1
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Adm,64,4,,40,5,14,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Enr,43,,,26,3,12,,
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,App,651,47,4,174,119,270,,14
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Adm,519,29,3,130,100,225,21,11
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Enr,392,24,3,97,75,166,,8
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,App,53,24,,21,5,1,,
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,Adm,34,15,,15,,,,
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,Enr,18,7,,9,,,,
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,App,111,10,2,78,7,10,,1
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,Adm,74,5,,52,5,9,,
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,Enr,40,,,28,4,6,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,App,409,33,1,139,36,181,,6
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Adm,286,26,,92,26,129,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Enr,200,15,,63,18,97,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,App,252,40,3,97,48,57,,1
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Adm,186,24,,77,34,43,5,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Enr,133,17,,55,27,30,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,App,34,1,2,11,5,11,4,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,Adm,26,,,9,4,8,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,Enr,17,,,5,4,6,,
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,App,225,13,,134,31,35,,3
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Adm,151,8,,90,21,22,,3
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Enr,116,7,,70,14,18,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,App,85,23,1,27,9,14,,5
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Adm,66,17,,21,8,10,,5
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Enr,47,12,,14,7,7,,3
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,App,631,21,4,189,92,266,,35
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Adm,519,15,3,150,78,218,,33
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Enr,396,7,,116,63,168,,23
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,App,142,4,,25,84,16,,5
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Adm,99,,,18,62,9,,5
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Enr,73,,,14,45,5,,4
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,App,214,8,1,98,32,67,,2
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Adm,153,7,,71,20,48,4,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Enr,98,3,,43,16,32,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,App,145,13,6,46,26,47,,3
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Adm,117,10,5,34,22,40,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Enr,75,7,3,22,12,28,,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,App,688,19,6,150,145,328,,16
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Adm,540,13,4,114,113,264,,15
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Enr,388,9,,82,86,188,,10
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,App,249,30,1,167,21,17,9,4
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Adm,167,20,,112,14,10,,3
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Enr,128,17,,82,13,8,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,App,495,50,8,239,68,108,,1
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Adm,361,38,5,171,52,81,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Enr,280,31,3,134,41,60,,
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,App,981,37,1,345,406,84,,82
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Adm,747,23,,251,323,64,,66
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Enr,533,18,,159,250,43,14,49
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,App,197,9,1,69,47,64,,2
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Adm,151,6,,59,34,46,,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Enr,118,4,,48,24,37,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,App,330,27,2,134,88,64,11,4
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Adm,232,16,,92,67,47,,4
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Enr,182,10,,70,55,39,5,3
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,App,467,17,2,66,271,55,,53
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Adm,368,11,,56,210,41,,47
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Enr,287,8,,35,172,31,,38
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,App,883,21,4,154,300,245,,124
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Adm,638,16,3,104,230,173,19,93
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Enr,491,10,,78,185,129,,72
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,App,94,5,2,66,10,8,,3
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Adm,75,,,55,9,4,,3
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Enr,45,,,32,7,3,,
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,App,408,14,6,127,64,156,25,16
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Adm,303,7,4,97,52,111,,13
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Enr,212,4,3,65,38,80,14,8
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,App,1628,55,7,368,744,216,,181
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Adm,1245,33,6,256,588,163,46,153
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Enr,965,27,3,176,487,115,,124
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,App,37,,,21,7,6,,
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,Adm,26,,,15,4,4,,
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,Enr,18,,,10,,3,,
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,App,42,2,,29,6,4,,1
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,Adm,27,,,18,3,4,,
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,Enr,20,,,14,,3,,
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,App,232,3,1,175,36,8,,5
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Adm,161,,,123,25,6,,3
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Enr,111,,,81,21,4,,3
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,App,888,78,4,480,83,152,,58
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,Adm,627,46,,352,54,113,,42
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,Enr,498,42,,274,43,92,,32
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,App,435,33,1,111,128,135,,13
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,Adm,334,24,,89,102,103,,5
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,Enr,266,18,,67,82,87,,3
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,App,761,24,8,159,105,399,44,22
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,Adm,554,15,7,115,78,290,,19
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,Enr,411,9,6,85,56,222,,12
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,App,153,13,,105,17,12,,1
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,Adm,99,7,,69,11,7,,
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,Enr,73,7,,50,9,4,,
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,App,300,30,1,167,29,63,7,3
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,Adm,226,23,,126,22,48,,
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,Enr,160,18,,88,17,34,,
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,App,601,67,6,174,122,196,,24
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,Adm,446,44,6,126,97,147,,18
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,Enr,341,33,5,89,79,115,,15
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,App,426,20,2,65,195,122,,6
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,Adm,346,16,,53,158,100,,4
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,Enr,268,14,,37,121,81,,4
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,App,215,16,,73,74,47,5,
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,Adm,154,11,,52,55,33,3,
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,Enr,107,9,,33,38,25,,
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,App,114,7,,58,26,15,,6
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,Adm,93,4,,47,24,11,,5
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,Enr,62,3,,30,19,7,,
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,App,269,7,1,180,43,19,,14
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,Adm,189,4,,126,31,9,,13
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,Enr,127,4,,77,24,8,,10
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,App,1316,39,14,336,108,571,,181
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,Adm,1038,27,11,240,81,473,,152
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,Enr,824,21,7,181,61,382,42,130
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,App,2245,158,15,505,310,637,69,551
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,Adm,1705,100,11,353,222,492,,470
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,Enr,1237,77,10,240,163,362,37,348
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,App,378,14,3,99,60,168,,16
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,Adm,304,10,,79,47,138,,10
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,Enr,238,9,,58,41,108,,7
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,App,315,14,4,106,81,87,,14
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,Adm,230,11,3,77,61,61,,11
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,Enr,164,7,,54,46,43,,7
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,App,109,2,3,22,16,54,10,2
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,Adm,79,,,18,10,40,,
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,Enr,55,,,11,6,31,,
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,App,351,11,7,47,80,165,,17
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,Adm,273,11,6,41,60,128,16,11
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,Enr,220,10,3,32,54,101,,8
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,App,242,10,1,46,112,32,,32
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,Adm,191,6,,33,94,23,,27
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,Enr,140,5,,24,68,14,,23
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,App,195,28,2,53,62,42,7,1
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,Adm,139,18,,38,46,29,6,
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,Enr,110,14,,32,36,22,,
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,App,297,23,,192,61,17,,2
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,Adm,191,11,,128,36,12,,
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,Enr,137,10,,89,29,8,,
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,App,23,2,1,12,2,5,,
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,Adm,15,,,8,,4,,
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,Enr,5,,,,,,,
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,App,282,6,5,155,27,78,,3
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,Adm,210,5,4,112,21,57,,3
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,Enr,144,5,3,73,19,37,,
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,App,156,28,1,85,13,25,2,2
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,Adm,108,15,,61,8,20,,
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,Enr,77,13,,39,7,15,,
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,App,9,,,4,2,1,,1
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,Adm,9,,,4,,,,
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,Enr,7,,,,,,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,App,26,1,,18,6,1,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,Adm,14,,,10,,,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,Enr,9,,,6,,,,
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,App,224,39,3,58,44,30,,41
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,Adm,145,17,,33,27,21,,38
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,Enr,105,12,,20,21,15,,30
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,App,312,11,,59,117,103,16,6
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,Adm,237,6,,45,88,84,,3
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,Enr,159,,,27,60,61,,
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,App,103,5,,41,30,22,5,
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,Adm,79,5,,29,23,17,5,
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,Enr,65,4,,23,20,13,5,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,App,64,4,,15,30,14,1,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,Adm,52,3,,12,25,11,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,Enr,40,,,10,19,8,,